"MetaCyc"	meta
"Arsenicicoccus bolidensis DSM 15745"	gcf_000426385
"Arsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens"	gcf_000757905
"Arthrobacter albus DNF00011"	gcf_000758985
"Arthrobacter arilaitensis Re117"	aari861360
"Arthrobacter aurescens TC1"	aaur290340
"Arthrobacter castelli DSM 16402"	gcf_000430705
"Arthrobacter chlorophenolicus A6"	achl452863
"Arthrobacter crystallopoietes BAB-32"	gcf_000328305
"Arthrobacter gangotriensis Lz1y"	agan1276920
"Arthrobacter globiformis NBRC 12137"	gcf_000238915
"Arthrobacter phenanthrenivorans Sphe3"	aphe930171
"Arthrobacter sanguinis DSM 21259"	gcf_000688395
"Arthrobacter sp. FB24"	asp290399
"Arthrobacter sp. PAMC25486"	gcf_000785535
"Arthrobacter sp. Rue61a"	gcf_000294695
"Arthrobacter sp. Rue61a"	asp1118963
"Arthrospira platensis C1"	apla459495
"Arthrospira platensis NIES-39"	apla696747
"Arthrospira platensis Paraca"	apla634502
"Arthrospira sp. PCC 8005"	asp376219
"Asaia astilbis JCM 15831"	gcf_000613845
"Asaia prunellae JCM 25354"	gcf_000613885
"Aster yellows witches-broom phytoplasma AYWB"	ayel322098
"Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896"	gcf_000376105
"Asticcacaulis biprosthecum C19"	gcf_000204015
"Asticcacaulis excentricus CB 48"	aexc573065
"Atopobacter phocae ATCC BAA-285"	gcf_000526675
"Atopobium fossor DSM 15642"	gcf_000483125
"Atopobium minutum 10063974"	gcf_000364325
"Atopobium parvulum DSM 20469"	apar521095
"Atopobium rimae ATCC 49626"	arim553184-hmp
"Atopobium sp. ICM58"	asp1105030
"Atopobium vaginae DSM 15829"	avag525256-hmp
"Atopobium vaginae PB189-T1-4"	avag866774-hmp
"Atopococcus tabaci DSM 17538"	gcf_000429585
"Aurantimonas manganoxydans SI85-9A1"	aurantimonas
"Aureimonas ureilytica DSM 18598"	gcf_000382705
"Austwickia chelonae NBRC 105200"	ache1184607
"Avibacterium paragallinarum JF4211"	gcf_000442905
"Azoarcus sp. BH72"	asp62928
"Azoarcus sp. KH32C"	asp748247
"Azoarcus toluclasticus ATCC 700605"	gcf_000378245
"Azohydromonas australica DSM 1124"	gcf_000430725
"Azonexus hydrophilus DSM 23864"	gcf_000429605
"Azorhizobium caulinodans ORS 571"	acau438753
"Azorhizobium doebereinerae UFLA1-100"	gcf_000473085
"Azospirillum brasilense Sp245"	abra1064539
"Azospirillum halopraeferens DSM 3675"	gcf_000429625
"Azospirillum lipoferum 4B"	alip862719
"Azospirillum sp. B510"	asp137722
"Azotobacter chroococcum NCIMB 8003"	gcf_000817975
"Azotobacter vinelandii CA"	avin1283330
"Azotobacter vinelandii CA6"	avin1283331
"Azotobacter vinelandii DJ"	avin322710
"Azovibrio restrictus DSM 23866"	gcf_000429665
"Bacillus acidiproducens DSM 23148"	gcf_000374345
"Bacillus aidingensis DSM 18341"	gcf_000429685
"Bacillus akibai JCM 9157"	gcf_000513135
"Bacillus alcalophilus ATCC 27647"	balc1218173
"Bacillus amyloliquefaciens amyloliquefaciens DSM 7"	bamy692420
"Bacillus amyloliquefaciens CC178"	bamy1412898
"Bacillus amyloliquefaciens IT-45"	bamy1091041
"Bacillus amyloliquefaciens LFB112"	bamy1415165
"Bacillus amyloliquefaciens LL3"	bamy1001582
"Bacillus amyloliquefaciens plantarum AS43.3"	bamy1225788
"Bacillus amyloliquefaciens plantarum CAU B946"	bamy1114958
"Bacillus amyloliquefaciens plantarum FZB42"	bamy326423
"Bacillus amyloliquefaciens plantarum NAU-B3"	bamy1385727
"Bacillus amyloliquefaciens plantarum UCMB5033"	bamy1338518
"Bacillus amyloliquefaciens plantarum UCMB5036"	bamy1150475
"Bacillus amyloliquefaciens plantarum UCMB5113"	bamy1150476
"Bacillus amyloliquefaciens plantarum YAU B9601-Y2"	bamy1155777
"Bacillus amyloliquefaciens TA208"	bamy999891
"Bacillus amyloliquefaciens XH7"	bamy1034836
"Bacillus amyloliquefaciens Y2"	bamy1126211
"Bacillus anthracis A0174"	bant486622
"Bacillus anthracis A0248"	bant592021
"Bacillus anthracis A0442"	bant486621
"Bacillus anthracis A0488"	bant486624
"Bacillus anthracis A1055"	bant280355
"Bacillus anthracis A2012"	bant191218-wgs
"Bacillus anthracis Ames"	anthra
"Bacillus anthracis Ames Ancestor"	bant261594
"Bacillus anthracis Australia 94"	bant280477
"Bacillus anthracis CDC 684"	bant568206
"Bacillus anthracis H9401"	bant768494
"Bacillus anthracis Sterne"	bant260799
"Bacillus anthracis Tsiankovskii-I"	bant405536
"Bacillus anthracis UR-1"	bant1211117
"Bacillus anthracis Vollum"	bant261591
"Bacillus anthracis Western North America USA6153"	bant212045
"Bacillus aquimaris"	gcf_000751975
"Bacillus atrophaeus 1942"	batr720555
"Bacillus atrophaeus C89"	batr334727
"Bacillus aurantiacus DSM 18675"	gcf_000429705
"Bacillus azotoformans MEV2011"	gcf_000708505
"Bacillus bataviensis LMG 21833"	gcf_000307875
"Bacillus bogoriensis ATCC BAA-922"	gcf_000621445
"Bacillus bombysepticus Wang"	gcf_000831065
"Bacillus boroniphilus JCM 21738"	gcf_000517385
"Bacillus cellulosilyticus DSM 2522"	bcel649639
"Bacillus cereus 03BB102"	bcer572264
"Bacillus cereus AH1134"	bcer405533
"Bacillus cereus AH1271"	bcer526992
"Bacillus cereus AH1272"	bcer526993
"Bacillus cereus AH1273"	bcer526994
"Bacillus cereus AH187"	bcer405534
"Bacillus cereus AH603"	bcer526990
"Bacillus cereus AH621"	bcer526972
"Bacillus cereus AH676"	bcer526991
"Bacillus cereus AH820"	bcer405535
"Bacillus cereus AND1407"	bcer1053166
"Bacillus cereus ATCC 10876"	bcer526980
"Bacillus cereus ATCC 10987"	bcer222523
"Bacillus cereus ATCC 14579"	bcer226900
"Bacillus cereus ATCC 4342"	bcer526977
"Bacillus cereus B4264"	bcer405532
"Bacillus cereus BAG1O-2"	bcer1053168
"Bacillus cereus BAG1X1-2"	bcer1053171
"Bacillus cereus BAG1X1-3"	bcer1053172
"Bacillus cereus BAG2X1-1"	bcer1053179
"Bacillus cereus BAG2X1-2"	bcer1053180
"Bacillus cereus BAG2X1-3"	bcer1053181
"Bacillus cereus BAG4O-1"	bcer1053185
"Bacillus cereus BAG5O-1"	bcer1053188
"Bacillus cereus BAG5X1-1"	bcer1053189
"Bacillus cereus BAG5X2-1"	bcer1053191
"Bacillus cereus BAG6O-1"	bcer1053192
"Bacillus cereus BAG6O-2"	bcer1053193
"Bacillus cereus BAG6X1-1"	bcer1053194
"Bacillus cereus BAG6X1-2"	bcer1053195
"Bacillus cereus BDRD-Cer4"	bcer526978
"Bacillus cereus BDRD-ST196"	bcer526976
"Bacillus cereus BDRD-ST24"	bcer526974
"Bacillus cereus BDRD-ST26"	bcer526975
"Bacillus cereus BGSC 6E1"	bcer526970
"Bacillus cereus biovar anthracis str. CI"	bcer637380
"Bacillus cereus BtB2-4"	bcer1053197
"Bacillus cereus CER057"	bcer1053198
"Bacillus cereus CER074"	bcer1053199
"Bacillus cereus E33L"	bcer288681
"Bacillus cereus F837/76"	bcer347495
"Bacillus cereus FRI-35"	bcer1217984
"Bacillus cereus G9241"	bcer269801
"Bacillus cereus G9842"	bcer405531
"Bacillus cereus H3081.97"	bcer451708
"Bacillus cereus HD73"	bcer1053200
"Bacillus cereus HuA2-4"	bcer1053203
"Bacillus cereus HuA4-10"	bcer1053206
"Bacillus cereus HuB1-1"	bcer1053207
"Bacillus cereus HuB2-9"	bcer1053209
"Bacillus cereus HuB4-10"	bcer1053210
"Bacillus cereus HuB5-5"	bcer1053212
"Bacillus cereus ISP3191"	bcer1053216
"Bacillus cereus LCT-BC244"	bcer1163722
"Bacillus cereus m1550"	bcer526969
"Bacillus cereus MC67"	bcer1053219
"Bacillus cereus MSX-D12"	bcer1053222
"Bacillus cereus NC7401"	bcer334406
"Bacillus cereus NVH0597-99"	bcer451707
"Bacillus cereus Q1"	bcer361100
"Bacillus cereus R309803"	bcer526968
"Bacillus cereus Rock1-15"	bcer526982
"Bacillus cereus Rock4-2"	bcer526987
"Bacillus cereus SJ1"	bcer699184
"Bacillus cereus VD014"	bcer1053223
"Bacillus cereus VD115"	bcer1053230
"Bacillus cereus VD142"	bcer718224
"Bacillus cereus VD148"	bcer1053237
"Bacillus cereus VD154"	bcer1053238
"Bacillus cereus VD156"	bcer1053239
"Bacillus cereus VD166"	bcer1053240
"Bacillus cereus VD169"	bcer1053241
"Bacillus cereus VDM034"	bcer1053248
"Bacillus cereus VDM062"	bcer1053250
"Bacillus cereus W"	bcer405917
"Bacillus chagannorensis DSM 18086"	gcf_000429725
"Bacillus cibi"	gcf_000709935
"Bacillus clausii KSM-K16"	bcla66692
"Bacillus coagulans 2-6"	bcoa941639
"Bacillus coagulans 36D1"	bcoa345219
"Bacillus coahuilensis m4-4"	gcf_000171615
"Bacillus cytotoxicus NVH 391-98"	bcyt315749
"Bacillus endophyticus 2102"	gcf_000283255
"Bacillus firmus DS1"	gcf_000565285
"Bacillus fordii DSM 16014 = CIP 108821"	gcf_000374565
"Bacillus gelatini DSM 15865"	gcf_000430745
"Bacillus ginsengihumi J57"	gcf_000526655
"Bacillus halodurans C-125"	bhal272558
"Bacillus hemicellulosilyticus JCM 9152"	gcf_000513115
"Bacillus infantis NRRL B-14911"	binf1367477
"Bacillus kribbensis DSM 17871"	gcf_000430765
"Bacillus lehensis G1"	gcf_000706725
"Bacillus licheniformis 9945A"	blic766760
"Bacillus licheniformis DSM 13 = ATCC 14580"	blic279010
"Bacillus licheniformis WX-02"	blic1126218
"Bacillus macauensis ZFHKF-1"	gcf_000269865
"Bacillus manliponensis"	gcf_000712595
"Bacillus mannanilyticus JCM 10596"	gcf_000615945
"Bacillus massilioanorexius AP8"	gcf_000321185
"Bacillus massiliosenegalensis JC6"	gcf_000311725
"Bacillus megaterium DSM 319"	bmeg592022
"Bacillus megaterium QM B1551"	bmeg545693
"Bacillus megaterium WSH-002"	bmeg1006007
"Bacillus methanolicus MGA3"	gcf_000724485
"Bacillus methylotrophicus JJ-D34"	gcf_000987825
"Bacillus methylotrophicus JS25R"	gcf_000769555
"Bacillus methylotrophicus YJ11-1-4"	gcf_000988345
"Bacillus mojavensis RO-H-1 = KCTC 3706"	bmoj1051501
"Bacillus mycoides DSM 2048"	bmyc526997
"Bacillus mycoides Rock3-17"	bmyc526999
"Bacillus nealsonii AAU1"	gcf_000401235
"Bacillus niacini"	gcf_000768265
"Bacillus panaciterrae DSM 19096"	gcf_000430785
"Bacillus pseudofirmus OF4"	bpse398511
"Bacillus psychrosaccharolyticus ATCC 23296"	gcf_000305495
"Bacillus pumilus ATCC 7061"	bpum536229
"Bacillus pumilus SAFR-032"	bpum315750
"Bacillus selenitireducens MLS10"	bsel439292
"Bacillus smithii 7_3_47FAA"	bsmi665952-hmp
"Bacillus sonorensis L12"	gcf_000342105
"Bacillus sp. 1NLA3E"	bsp666686
"Bacillus sp. 2_A_57_CT2"	bsp665959-hmp
"Bacillus sp. 7_6_55CFAA_CT2"	bsp665957-hmp
"Bacillus sp. BT1B_CT2"	bsp665958-hmp
"Bacillus sp. JS"	bsp1127744
"Bacillus sp. OxB-1"	gcf_000829195
"Bacillus sp. WP8"	gcf_000800825
"Bacillus subtilis"	gcf_000953615
"Bacillus subtilis BSn5"	bsub936156
"Bacillus subtilis natto BEST195"	bsub645657
"Bacillus subtilis PY79"	bsub1415167
"Bacillus subtilis QB928"	bsub1220533
"Bacillus subtilis spizizenii TU-B-10"	bsub1052585
"Bacillus subtilis spizizenii W23"	bsub655816
"Bacillus subtilis subtilis 168"	bsub
"Bacillus subtilis subtilis 6051-HGW"	bsub1147161
"Bacillus subtilis subtilis BAB-1"	bsub1302650
"Bacillus subtilis subtilis BSP1"	bsub1192196
"Bacillus subtilis subtilis NCIB 3610"	bsubncib3610
"Bacillus subtilis subtilis RO-NN-1"	bsub1052588
"Bacillus subtilis XF-1"	bsub1233100
"Bacillus thermoamylovorans"	gcf_000751775
"Bacillus thuringiensis Al Hakam"	bthu412694
"Bacillus thuringiensis BMB171"	bthu714359
"Bacillus thuringiensis Bt407"	bthu527021
"Bacillus thuringiensis HD-771"	bthu1218175
"Bacillus thuringiensis HD-789"	bthu1217737
"Bacillus thuringiensis MC28"	bthu1195464
"Bacillus thuringiensis serovar andalousiensis BGSC 4AW1"	bthu527032
"Bacillus thuringiensis serovar berliner ATCC 10792"	bthu527031
"Bacillus thuringiensis serovar chinensis CT-43"	bthu541229
"Bacillus thuringiensis serovar finitimus YBT-020"	bthu930170
"Bacillus thuringiensis serovar konkukian str. 97-27"	bthu281309
"Bacillus thuringiensis serovar kurstaki str. HD73"	bthu1279365
"Bacillus thuringiensis serovar kurstaki str. T03a001"	bthu527023
"Bacillus thuringiensis serovar pulsiensis BGSC 4CC1"	bthu527028
"Bacillus thuringiensis serovar thuringiensis str. IS5056"	bthu1286404
"Bacillus thuringiensis serovar tochigiensis BGSC 4Y1"	bthu527024
"Bacillus thuringiensis YBT-1518"	bthu529122
"Bacillus timonensis"	gcf_000285535
"Bacillus toyonensis BCT-7112"	btoy1415784
"Bacillus vietnamensis"	gcf_000723905
"Bacillus vireti LMG 21834"	gcf_000508325
"Bacillus wakoensis JCM 9140"	gcf_000513095
"Bacillus weihenstephanensis KBAB4"	bwei315730
"Bacteriovorax marinus SJ"	bmar862908
"Bacteroidales bacterium CF"	gcf_000473305
"Bacteroidales bacterium CF"	bsp1400053
"Bacteroides barnesiae DSM 18169 = JCM 13652"	gcf_000374585
"Bacteroides caccae CL03T12C61"	bcac997873-hmp
"Bacteroides cellulosilyticus CL02T12C19"	bcel997874-hmp
"Bacteroides clarus YIT 12056"	bcla762984-hmp
"Bacteroides coprocola DSM 17136"	gcf_000154845
"Bacteroides coprophilus DSM 18228 = JCM 13818"	gcf_000157915
"Bacteroides coprosuis DSM 18011"	gcf_000212915
"Bacteroides dorei 5_1_36/D4"	bdor556260-hmp
"Bacteroides dorei CL02T00C15"	bdor997875-hmp
"Bacteroides dorei CL02T12C06"	bdor997876-hmp
"Bacteroides dorei CL03T12C01"	bdor997877-hmp
"Bacteroides eggerthii 1_2_48FAA"	begg665953-hmp
"Bacteroides faecichinchillae JCM 17102"	gcf_000614145
"Bacteroides faecis MAJ27"	bfae1077285
"Bacteroides finegoldii CL09T03C10"	bfin997888-hmp
"Bacteroides finegoldii DSM 17565"	bfin483215-hmp
"Bacteroides fluxus YIT 12057"	bflu763034-hmp
"Bacteroides fragilis 3_1_12"	bfra457424-hmp
"Bacteroides fragilis 638R"	bfra862962
"Bacteroides fragilis CL03T00C08"	bfra997878-hmp
"Bacteroides fragilis CL03T12C07"	bfra997879-hmp
"Bacteroides fragilis CL05T00C42"	bfra997880-hmp
"Bacteroides fragilis CL05T12C13"	bfra997881-hmp
"Bacteroides fragilis CL07T00C01"	bfra997882-hmp
"Bacteroides fragilis CL07T12C05"	bfra997883-hmp
"Bacteroides fragilis HMW 610"	bfra1073386
"Bacteroides fragilis HMW 615"	bfra1073387
"Bacteroides fragilis HMW 616"	bfra1073388
"Bacteroides fragilis NCTC 9343"	bfra272559
"Bacteroides fragilis YCH46"	bfra295405
"Bacteroides graminisolvens DSM 19988 = JCM 15093"	gcf_000428125
"Bacteroides helcogenes P 36-108"	bhel693979
"Bacteroides intestinalis DSM 17393"	gcf_000172175
"Bacteroides nordii CL02T12C05"	bnor997884-hmp
"Bacteroides oleiciplenus YIT 12058"	bole742727-hmp
"Bacteroides ovatus 3_8_47FAA"	bova665954-hmp
"Bacteroides ovatus CL02T12C04"	bova997885-hmp
"Bacteroides ovatus CL03T12C18"	bova997886-hmp
"Bacteroides paurosaccharolyticus JCM 15092"	gcf_000613805
"Bacteroides plebeius DSM 17135"	gcf_000187895
"Bacteroides propionicifaciens DSM 19291 = JCM 14649"	gcf_000375405
"Bacteroides pyogenes DSM 20611 = JCM 6294"	gcf_000428105
"Bacteroides reticulotermitis JCM 10512"	gcf_000517545
"Bacteroides salanitronis DSM 18170"	bsal667015
"Bacteroides salyersiae CL02T12C01"	bsal997887-hmp
"Bacteroides sp. 1_1_14"	bsp469585-hmp
"Bacteroides sp. 1_1_30"	bsp457387-hmp
"Bacteroides sp. 1_1_6"	bsp469586-hmp
"Bacteroides sp. 2_1_16"	bsp469587-hmp
"Bacteroides sp. 2_1_22"	bsp469588-hmp
"Bacteroides sp. 2_1_33B"	bsp469589-hmp
"Bacteroides sp. 2_1_56FAA"	bsp665938-hmp
"Bacteroides sp. 2_1_7"	bsp457388-hmp
"Bacteroides sp. 2_2_4"	bsp469590-hmp
"Bacteroides sp. 3_1_19"	bsp469592-hmp
"Bacteroides sp. 3_1_23"	bsp457390-hmp
"Bacteroides sp. 3_1_33FAA"	bsp457391-hmp
"Bacteroides sp. 3_1_40A"	bsp469593-hmp
"Bacteroides sp. 3_2_5"	bsp457392-hmp
"Bacteroides sp. 4_1_36"	bsp457393-hmp
"Bacteroides sp. 4_3_47FAA"	bsp457394-hmp
"Bacteroides sp. 9_1_42FAA"	bsp457395-hmp
"Bacteroides sp. D1"	bsp556258-hmp
"Bacteroides sp. D2"	bsp556259-hmp
"Bacteroides sp. D20"	bsp585543-hmp
"Bacteroides sp. D22"	bsp585544-hmp
"Bacteroides stercoris ATCC 43183"	gcf_000154525
"Bacteroides thetaiotaomicron VPI-5482"	bthe226186
"Bacteroides thetaiotaomicron VPI-5482 (PRJNA62913)"	bthe
"Bacteroides uniformis CL03T00C23"	buni997889-hmp
"Bacteroides uniformis CL03T12C37"	buni997890-hmp
"Bacteroides vulgatus ATCC 8482"	bvul435590
"Bacteroides vulgatus CL09T03C04"	bvul997891-hmp
"Bacteroides vulgatus PC510"	bvul702446
"Bacteroides xylanisolvens CL03T12C04"	bxyl997892-hmp
"Bacteroides xylanisolvens SD CC 1b"	bxyl702447
"Bacteroides xylanisolvens XB1A"	bxyl657309
"Bacteroidetes oral taxon 274 F0058"	bora575590-hmp
"Balneatrix alpica DSM 16621"	gcf_000619885
"Balneola vulgaris DSM 17893"	gcf_000375465
"Barnesiella intestinihominis YIT 11860"	bint742726-hmp
"Barnesiella viscericola DSM 18177"	gcf_000512915
"Bartonella alsatica IBS 382"	gcf_000280015
"Bartonella australis Aust/NH1"	baus1094489
"Bartonella bacilliformis KC583"	bbac360095
"Bartonella birtlesii LL-WM9"	bbir1094552
"Bartonella bovis 91-4"	gcf_000384965
"Bartonella clarridgeiae 73"	bcla696125
"Bartonella doshiae NCTC 12862 = ATCC 700133"	gcf_000278155
"Bartonella elizabethae F9251"	beli1094555
"Bartonella elizabethae Re6043vi"	beli1094554
"Bartonella grahamii as4aup"	bgra634504
"Bartonella henselae Houston-1"	bhen283166
"Bartonella koehlerae C-29"	gcf_000706625
"Bartonella quintana RM-11"	bqui1225179
"Bartonella quintana Toulouse"	bqui283165
"Bartonella rattaustraliani AUST/NH4"	gcf_000312565
"Bartonella rattimassiliensis 15908"	gcf_000278215
"Bartonella rattimassiliensis 15908"	brat1094556
"Bartonella rochalimae ATCC BAA-1498"	gcf_000706645
"Bartonella schoenbuchensis m07a"	gcf_000385435
"Bartonella senegalensis OS02"	gcf_000312545
"Bartonella sp. DB5-6"	bsp1094755
"Bartonella tamiae Th307"	gcf_000279995
"Bartonella taylorii 8TBB"	gcf_000278295
"Bartonella tribocorum CIP 105476"	btri382640
"Bartonella vinsonii arupensis Pm136co"	bvin1094561
"Bartonella vinsonii berkhoffii Winnie"	bvin1094497
"Bartonella washoensis 085-0475"	bwas1094564
"Bartonella washoensis Sb944nv"	gcf_000278135
"Bartonella washoensis Sb944nv"	bwas1094563
"Basilea psittacipulmonis DSM 24701"	gcf_000743945
"Baumannia cicadellinicola str. Hc (Homalodisca coagulata)"	bcic374463
"Bavariicoccus seileri DSM 19936"	gcf_000421665
"Bdellovibrio bacteriovorus HD100"	bbac264462
"Bdellovibrio bacteriovorus Tiberius"	bbac1069642
"Bdellovibrio exovorus JSS"	bexo1184267
"Beggiatoa alba B18LD"	balb395493
"Beggiatoa sp. SS"	bsp422288
"Beijerinckia indica indica ATCC 9039"	bind395963
"Beijerinckia mobilis"	gcf_000745425
"Belliella baltica DSM 15883"	bbal866536
"Belnapia moabensis DSM 16746"	gcf_000745835
"Bergeyella zoohelcum ATCC 43767"	bzoo883096-hmp
"Bergeyella zoohelcum CCUG 30536"	bzoo883098-hmp
"Bermanella marisrubri RED65"	bmar207949
"beta proteobacterium CB"	bpro543913
"beta proteobacterium KB13"	bpro314607
"Beutenbergia cavernae DSM 12333"	bcav471853
"Bhargavaea cecembensis DSE10"	bcec1235279
"Bibersteinia trehalosi USDA-ARS-USMARC-192"	btre1171377
"Bifidobacterium actinocoloniiforme DSM 22766"	gcf_000741095
"Bifidobacterium adolescentis ATCC 15703"	bado367928
"Bifidobacterium angulatum"	gcf_000741065
"Bifidobacterium animalis animalis ATCC 25527"	bani703613
"Bifidobacterium animalis lactis AD011"	bani442563
"Bifidobacterium animalis lactis ATCC 27673"	bani1167629
"Bifidobacterium animalis lactis B420"	bani1168290
"Bifidobacterium animalis lactis BB-12"	bani552531
"Bifidobacterium animalis lactis Bi-07"	bani742729
"Bifidobacterium animalis lactis Bl-04"	bani580050
"Bifidobacterium animalis lactis Bl12"	bani1281781
"Bifidobacterium animalis lactis BLC1"	bani1075106
"Bifidobacterium animalis lactis BS 01"	bani911598
"Bifidobacterium animalis lactis CNCM I-2494"	bani1042403
"Bifidobacterium animalis lactis DSM 10140"	bani555970
"Bifidobacterium animalis lactis HN019"	bani486409
"Bifidobacterium animalis lactis V9"	bani573236
"Bifidobacterium asteroides PRL2011"	bast1147128
"Bifidobacterium biavatii DSM 23969"	gcf_000741165
"Bifidobacterium bifidum BGN4"	bbif484020
"Bifidobacterium bifidum LMG 13195"	bbif1207542
"Bifidobacterium bifidum NCIMB 41171"	bbif398513-hmp
"Bifidobacterium bifidum PRL2010"	bbif702459
"Bifidobacterium bifidum S17"	bbif883062
"Bifidobacterium bohemicum DSM 22767"	gcf_000741525
"Bifidobacterium bombi DSM 19703"	gcf_000737845
"Bifidobacterium breve ACS-071-V-Sch8b"	bbre866777-hmp
"Bifidobacterium breve CECT 7263"	bbre1036735
"Bifidobacterium breve DSM 20213 = JCM 1192"	bbre518634-hmp
"Bifidobacterium breve UCC2003"	bbre326426
"Bifidobacterium callitrichos DSM 23973"	gcf_000741175
"Bifidobacterium choerinum"	gcf_000741135
"Bifidobacterium coryneforme"	gcf_000737865
"Bifidobacterium crudilactis"	gcf_000738005
"Bifidobacterium cuniculi"	gcf_000741575
"Bifidobacterium dentium ATCC 27678"	bden473819-hmp
"Bifidobacterium dentium ATCC 27679"	bden871562-hmp
"Bifidobacterium dentium Bd1"	bden401473
"Bifidobacterium dentium JCVIHMP022"	bden553191-hmp
"Bifidobacterium gallicum DSM 20093 = LMG 11596"	bgal561180-hmp
"Bifidobacterium gallinarum"	gcf_000741215
"Bifidobacterium indicum LMG 11587 = DSM 20214"	gcf_000706765
"Bifidobacterium kashiwanohense PV20-2"	gcf_000800455
"Bifidobacterium longum DJO10A"	blon205913
"Bifidobacterium longum infantis 157F"	blon565040
"Bifidobacterium longum infantis ATCC 15697 = JCM 1222"	blon391904
"Bifidobacterium longum infantis CCUG 52486"	blon537937-hmp
"Bifidobacterium longum longum 2-2B"	blon1161745
"Bifidobacterium longum longum 44B"	blon1161743
"Bifidobacterium longum longum ATCC 55813"	blon548480-hmp
"Bifidobacterium longum longum BBMN68"	blon890402
"Bifidobacterium longum longum F8"	blon722911
